"gvkey","year","Filing","Date","Restate_Int"
2184,2007,"0001104659-07-034935","5/2/2007",0
2184,2008,"0001047469-08-005591","4/30/2008",0
2184,2009,"0001047469-09-004730","4/29/2009",0
2220,2005,"0000012208-05-000010","3/3/2005",0
2220,2006,"0000012208-06-000009","3/3/2006",0
2220,2007,"0000012208-07-000011","3/1/2007",0
2220,2008,"0000012208-08-000008","2/29/2008",0
2220,2009,"0000012208-09-000011","2/27/2009",0
2222,2005,"0001125282-05-001681","3/31/2005",0
2222,2006,"0001125282-06-001844","3/28/2006",0
2222,2007,"0000950123-07-004001","3/16/2007",0
2222,2008,"0000950123-08-002988","3/14/2008",0
2222,2009,"0000930413-09-001133","3/2/2009",0
2230,2005,"0000950137-05-010016","8/10/2005",0
2230,2006,"0001193125-06-170671","8/11/2006",1
2230,2007,"0001193125-07-165531","7/30/2007",0
2230,2008,"0001193125-08-186870","8/28/2008",0
2230,2009,"0001193125-09-179504","8/21/2009",0
2236,2009,"0000897101-09-001933","9/28/2009",0
2240,2009,"0001144204-09-055262","10/29/2009",0
2251,2005,"0001104659-05-011931","3/18/2005",0
2251,2006,"0001104659-06-020584","3/30/2006",0
2251,2007,"0001104659-07-023467","3/29/2007",0
2251,2008,"0001047469-08-003235","3/21/2008",0
2255,2005,"0000012355-05-000031","2/18/2005",0
2255,2006,"0000012355-06-000052","2/15/2006",0
2255,2007,"0000012355-07-000049","2/15/2007",0
2259,2005,"0001130464-05-000116","3/16/2005",0
2259,2006,"0001130464-06-000172","3/16/2006",0
2259,2007,"0001130464-07-000082","3/1/2007",0
2259,2008,"0001130464-08-000105","2/29/2008",0
2259,2009,"0001130464-09-000099","3/2/2009",0
2264,2005,"0000950152-05-002819","3/31/2005",0
2264,2006,"0000950152-06-002811","3/31/2006",0
2264,2007,"0000950152-07-003263","4/16/2007",0
2269,2005,"0000950137-05-009321","7/29/2005",0
2269,2009,"0000950123-09-018620","6/29/2009",0
2271,2005,"0001104659-05-009942","3/8/2005",0
2271,2006,"0001104659-06-015817","3/10/2006",0
2271,2007,"0001104659-07-017932","3/12/2007",0
2271,2008,"0001104659-08-017372","3/13/2008",0
2271,2009,"0001104659-09-016220","3/11/2009",0
2282,2005,"0000950152-05-005900","7/13/2005",0
2282,2006,"0000950152-06-005794","7/12/2006",0
2282,2007,"0000950152-07-005381","6/26/2007",0
2282,2008,"0000950152-08-004811","6/24/2008",0
2282,2009,"0000950123-09-016261","6/23/2009",0
2285,2005,"0001193125-05-038602","2/28/2005",0
2285,2006,"0001193125-06-040952","2/28/2006",0
2285,2007,"0001193125-07-033902","2/16/2007",0
2285,2008,"0001193125-08-032328","2/15/2008",0
2285,2009,"0001193125-09-022654","2/9/2009",0
2290,2005,"0001047469-05-006771","3/16/2005",0
2290,2006,"0001047469-06-003312","3/14/2006",0
2290,2007,"0001104659-07-015008","2/28/2007",0
2290,2008,"0001047469-08-001812","2/27/2008",0
2290,2009,"0001047469-09-001823","2/25/2009",0
2295,2005,"0001193125-05-192936","9/28/2005",0
2295,2006,"0001193125-06-198738","9/28/2006",0
2295,2007,"0001193125-07-198291","9/10/2007",0
2295,2008,"0001193125-08-195159","9/12/2008",0
2295,2009,"0001144204-09-047112","9/3/2009",0
2299,2005,"0001193125-05-039894","3/1/2005",1
2299,2006,"0001193125-06-041291","2/28/2006",0
2299,2007,"0001193125-07-029577","2/13/2007",0
2312,2005,"0001193125-05-035210","2/23/2005",0
2312,2006,"0001193125-06-046180","3/6/2006",0
2312,2007,"0001193125-07-038451","2/23/2007",0
2312,2008,"0001193125-08-034558","2/20/2008",0
2312,2009,"0001193125-09-033115","2/19/2009",0
2316,2005,"0001193125-05-061931","3/28/2005",1
2316,2006,"0001193125-06-057009","3/17/2006",0
2316,2007,"0001193125-07-061811","3/22/2007",0
2316,2008,"0001193125-08-054344","3/13/2008",0
2316,2009,"0001193125-09-050909","3/11/2009",0
2328,2005,"0001193125-05-033197","2/22/2005",0
2328,2006,"0001193125-06-034827","2/21/2006",0
2328,2007,"0001193125-07-034203","2/16/2007",0
2328,2008,"0001193125-08-025887","2/11/2008",0
2328,2009,"0001193125-09-022516","2/9/2009",0
2340,2005,"0000950134-05-006582","3/31/2005",0
2342,2005,"0000013573-05-000008","9/30/2005",0
2342,2006,"0000013573-06-000015","9/29/2006",0
2342,2007,"0000013573-07-000011","9/28/2007",0
2342,2008,"0000013573-08-000012","9/29/2008",0
2342,2009,"0001437749-09-001346","9/28/2009",0
2345,2005,"0000950153-05-003169","12/15/2005",0
2345,2006,"0000950153-06-003017","12/14/2006",0
2345,2007,"0000950153-07-002617","12/13/2007",0
2345,2008,"0000950153-08-002045","12/11/2008",0
2346,2005,"0000950123-05-003252","3/16/2005",0
2346,2006,"0000950123-06-004456","4/10/2006",0
2346,2007,"0000950123-07-003836","3/14/2007",0
2346,2008,"0000950123-08-002872","3/12/2008",0
2352,2005,"0000950137-05-011983","10/4/2005",0
2352,2006,"0000950137-06-010861","10/6/2006",0
2352,2007,"0000950137-07-014815","9/28/2007",0
2352,2008,"0000950137-08-012076","9/26/2008",0
2352,2009,"0000950123-09-046589","9/28/2009",0
2390,2005,"0001193125-05-013251","1/27/2005",0
2390,2006,"0001193125-06-012832","1/26/2006",0
2390,2007,"0001104659-07-006415","2/1/2007",0
2390,2008,"0001104659-08-006124","1/31/2008",0
2390,2009,"0001206774-09-000106","1/28/2009",0
2393,2005,"0001104659-05-044404","9/16/2005",0
2393,2006,"0001104659-06-058857","9/1/2006",0
2393,2007,"0001104659-07-066194","8/30/2007",0
2393,2008,"0001193125-08-186462","8/28/2008",0
2393,2009,"0001193125-09-182884","8/27/2009",0
2402,2009,"0001144204-09-052700","10/13/2009",0
2403,2005,"0001193125-05-041808","3/4/2005",0
2403,2006,"0001193125-06-052456","3/14/2006",0
2403,2007,"0001193125-07-039915","2/26/2007",0
2403,2008,"0001193125-08-035566","2/22/2008",0
2403,2009,"0001193125-09-033538","2/20/2009",0
2435,2005,"0000014693-05-000056","6/30/2005",0
2435,2006,"0000014693-06-000065","6/29/2006",0
2435,2007,"0000014693-07-000066","6/28/2007",0
2435,2008,"0000014693-08-000060","6/27/2008",0
2435,2009,"0000014693-09-000039","6/26/2009",0
2436,2005,"0000014707-05-000057","4/1/2005",0
2436,2006,"0000014707-06-000072","4/10/2006",0
2436,2007,"0000014707-07-000068","4/3/2007",0
2436,2008,"0000014707-08-000039","3/28/2008",0
2436,2009,"0000014707-09-000060","3/31/2009",0
2444,2005,"0000014930-05-000066","3/4/2005",0
2444,2006,"0000014930-06-000041","3/1/2006",0
2444,2007,"0000014930-07-000052","2/23/2007",0
2444,2008,"0000014930-08-000028","2/22/2008",0
2444,2009,"0000014930-09-000051","2/24/2009",0
2448,2005,"0000950152-05-002104","3/14/2005",0
2448,2006,"0000950152-06-002190","3/16/2006",0
2448,2007,"0000950152-07-002172","3/15/2007",0
2448,2008,"0000950152-08-001566","2/29/2008",0
2448,2009,"0000950152-09-001939","2/27/2009",0
2482,2005,"0000015486-05-000004","4/1/2005",0
2482,2006,"0000015486-06-000005","3/29/2006",0
2484,2005,"0000718916-05-000088","8/26/2005",0
2484,2007,"0001368775-07-000031","8/30/2007",0
2484,2008,"0001368775-08-000018","8/29/2008",0
2484,2009,"0001368775-09-000018","8/27/2009",0
2490,2005,"0001193125-05-030538","2/15/2005",0
2490,2006,"0001193125-06-034572","2/17/2006",0
2490,2007,"0001193125-07-033815","2/16/2007",0
2490,2008,"0000934612-08-000012","2/15/2008",0
2490,2009,"0000934612-09-000005","2/13/2009",0
2497,2005,"0000950144-05-003374","3/31/2005",0
2497,2006,"0000950144-06-001675","3/1/2006",0
2497,2007,"0000950144-07-001989","3/8/2007",0
2497,2008,"0000950144-08-001445","2/28/2008",0
2497,2009,"0000950144-09-001787","3/2/2009",0
2504,2005,"0001193125-05-032226","2/18/2005",0
2504,2006,"0001193125-06-038890","2/24/2006",0
2504,2007,"0001193125-07-038291","2/23/2007",0
2504,2008,"0001193125-08-043792","2/29/2008",0
2504,2009,"0001193125-09-042668","3/2/2009",0
2519,2005,"0000015847-05-000016","7/28/2005",0
2519,2006,"0000015847-06-000005","7/27/2006",0
2519,2007,"0000015847-07-000010","7/18/2007",0
2519,2008,"0000015847-08-000018","7/29/2008",0
2519,2009,"0000015847-09-000010","7/17/2009",0
2521,2005,"0001003429-05-000009","4/15/2005",0
2536,2005,"0000733269-05-000034","6/13/2005",0
2536,2006,"0000733269-06-000021","6/14/2006",0
2536,2007,"0000733269-07-000023","5/30/2007",0
2536,2008,"0001169232-08-002230","5/30/2008",0
2536,2009,"0000733269-09-000013","5/29/2009",0
2537,2005,"0001193125-05-181385","9/7/2005",0
2537,2006,"0001193125-06-190118","9/13/2006",0
2538,2005,"0001193125-05-067086","3/31/2005",0
2538,2006,"0001193125-06-055416","3/16/2006",0
2538,2007,"0001193125-07-048477","3/7/2007",0
2538,2008,"0001193125-08-050355","3/7/2008",0
2538,2009,"0001193125-09-050964","3/11/2009",0
2555,2006,"0000025354-06-000014","4/19/2006",0
2555,2007,"0000025354-07-000036","4/17/2007",1
2555,2008,"0000025354-08-000046","5/13/2008",1
2555,2009,"0000025354-09-000031","4/23/2009",1
2556,2005,"0000950116-05-002054","6/1/2005",0
2556,2006,"0001125282-06-003356","6/9/2006",0
2556,2007,"0000893220-07-002099","6/5/2007",0
2556,2008,"0000893220-08-001707","6/2/2008",0
2556,2009,"0000950123-09-010212","6/2/2009",0
2573,2005,"0001193125-05-009940","1/21/2005",0
2573,2006,"0001193125-06-057352","3/17/2006",0
2573,2007,"0001193125-07-034907","2/20/2007",0
2573,2008,"0001193125-08-260881","12/29/2008",0
2573,2009,"0001193125-09-258092","12/22/2009",0
2574,2005,"0000950144-05-002216","3/8/2005",0
2574,2006,"0000950144-06-001485","2/24/2006",0
2574,2007,"0001193125-07-032135","2/15/2007",0
2574,2008,"0000277948-08-000036","2/22/2008",0
2574,2009,"0000277948-09-000042","2/19/2009",0
2577,2005,"0000026058-05-000006","3/4/2005",0
2577,2006,"0000026058-06-000015","2/27/2006",0
2577,2007,"0000950137-07-007592","5/15/2007",0
2577,2008,"0000026058-08-000011","2/28/2008",0
2577,2009,"0000026058-09-000010","2/23/2009",0
2578,2005,"0001193125-05-077957","4/18/2005",0
2578,2006,"0001193125-06-117380","5/23/2006",0
2578,2007,"0001193125-07-087788","4/23/2007",0
2578,2008,"0001193125-08-254438","12/17/2008",0
2578,2009,"0001193125-09-079680","4/15/2009",0
2581,2009,"0001009448-09-000030","3/31/2009",0
2589,2005,"0001193125-05-051521","3/16/2005",0
2589,2006,"0001193125-06-084182","4/20/2006",0
2589,2007,"0001018871-07-000015","3/15/2007",0
2593,2005,"0000950135-05-006968","12/14/2005",0
2593,2006,"0001104659-06-081572","12/14/2006",0
2593,2007,"0001193125-07-256224","11/29/2007",0
2593,2008,"0001193125-08-245933","12/1/2008",0
2593,2009,"0001193125-09-244216","11/30/2009",0
2595,2005,"0000902664-05-000811","3/17/2005",0
2595,2006,"0001104659-06-018285","3/21/2006",0
2595,2007,"0001104659-07-020057","3/16/2007",0
2595,2008,"0001047469-08-002691","3/13/2008",0
2595,2009,"0001047469-09-002573","3/12/2009",1
2596,2005,"0001193125-05-184854","9/13/2005",0
2596,2006,"0001193125-06-190233","9/13/2006",0
2596,2007,"0001193125-07-191648","8/29/2007",0
2596,2008,"0001193125-08-185214","8/27/2008",0
2596,2009,"0001193125-09-182208","8/26/2009",0
2606,2005,"0000016104-05-000015","6/30/2005",0
2606,2006,"0000016104-06-000020","6/15/2006",0
2606,2007,"0000016104-07-000019","6/14/2007",0
2606,2008,"0000016104-08-000025","6/12/2008",0
2606,2009,"0001104659-09-038422","6/17/2009",0
2615,2005,"0000730255-05-000013","5/6/2005",0
2615,2006,"0000730255-06-000012","5/10/2006",0
2615,2007,"0000730255-07-000011","5/17/2007",0
2615,2008,"0000730255-08-000019","5/15/2008",0
2615,2009,"0000730255-09-000017","5/12/2009",0
2618,2005,"0000016317-05-000002","3/28/2005",0
2628,2005,"0000950005-05-000264","3/15/2005",0
2628,2006,"0000950005-06-000209","3/13/2006",0
2628,2007,"0000891618-07-000159","3/14/2007",0
2628,2008,"0000950134-08-003723","2/28/2008",0
2628,2009,"0000950134-09-004228","3/2/2009",0
2663,2005,"0000893220-05-002271","10/11/2005",0
2663,2006,"0000893220-06-002166","10/11/2006",0
2663,2007,"0000893220-07-003194","9/26/2007",0
2663,2008,"0000893220-08-002633","10/1/2008",0
2663,2009,"0000950123-09-047208","9/30/2009",0
2710,2005,"0000016918-05-000031","5/16/2005",0
2710,2006,"0000016918-06-000033","5/2/2006",0
2710,2007,"0000016918-07-000041","4/30/2007",0
2710,2008,"0000950152-08-003169","4/29/2008",0
2710,2009,"0000950152-09-004335","4/29/2009",0
2751,2005,"0000950152-05-007585","9/12/2005",0
2751,2006,"0001193125-06-184453","9/1/2006",0
2751,2007,"0000950152-07-007107","8/24/2007",1
2751,2008,"0001193125-08-184519","8/27/2008",0
2751,2009,"0001193125-09-182992","8/27/2009",0
2771,2005,"0001104659-05-010191","3/9/2005",0
2771,2006,"0001104659-06-016056","3/13/2006",0
2771,2007,"0001104659-07-015435","3/1/2007",0
2771,2008,"0001047469-08-002024","2/29/2008",0
2771,2009,"0001047469-09-001978","2/27/2009",0
2783,2005,"0001094093-05-000056","3/16/2005",0
2783,2006,"0001094093-06-000059","3/10/2006",0
2783,2007,"0001094093-07-000032","3/1/2007",0
2787,2005,"0001193125-05-182991","9/9/2005",0
2787,2006,"0001193125-06-181084","8/29/2006",0
2787,2007,"0001193125-07-191767","8/29/2007",0
2787,2008,"0001193125-08-183570","8/25/2008",0
2787,2009,"0001193125-09-179024","8/20/2009",0
2791,2005,"0001193125-05-151470","7/28/2005",0
2791,2006,"0001193125-06-140529","6/30/2006",0
2791,2007,"0001193125-07-062109","3/23/2007",0
2791,2008,"0001193125-08-052971","3/11/2008",0
2791,2009,"0001193125-09-048644","3/9/2009",0
2802,2005,"0001104659-05-016892","4/18/2005",0
2802,2006,"0001104659-06-025400","4/17/2006",0
2802,2007,"0001104659-07-028358","4/16/2007",0
2802,2008,"0001047469-08-004234","4/8/2008",0
2802,2009,"0001193125-09-073637","4/6/2009",0
2803,2005,"0001104659-05-061010","12/15/2005",0
2807,2005,"0001193125-05-141692","7/14/2005",0
2807,2006,"0001193125-06-146200","7/13/2006",0
2807,2007,"0001193125-07-147153","6/29/2007",0
2807,2008,"0001193125-08-141469","6/26/2008",0
2807,2009,"0001193125-09-140503","6/29/2009",0
2811,2005,"0000950137-05-003138","3/16/2005",0
2811,2006,"0000950137-06-004041","3/31/2006",0
2811,2007,"0000950137-07-004218","3/22/2007",0
2811,2008,"0000950137-08-003478","3/10/2008",0
2811,2009,"0000950137-09-001747","3/12/2009",0
2812,2005,"0000950137-05-004039","4/1/2005",0
2812,2006,"0000950137-06-004586","4/17/2006",0
2812,2007,"0000892569-07-000319","3/23/2007",0
2812,2008,"0000892569-08-000277","3/11/2008",0
2812,2009,"0000892569-09-000301","3/27/2009",0
2817,2005,"0000018230-05-000218","2/24/2005",0
2817,2006,"0000018230-06-000139","2/22/2006",0
2817,2007,"0000018230-07-000053","2/23/2007",0
2817,2008,"0000018230-08-000052","2/22/2008",0
2817,2009,"0000018230-09-000063","2/20/2009",0
2818,2005,"0000950144-05-004549","4/28/2005",0
2818,2006,"0000950144-06-003412","4/11/2006",0
2818,2007,"0000950144-07-003039","4/3/2007",0
2818,2008,"0000950144-08-002521","4/1/2008",0
2818,2009,"0000950144-09-002758","3/31/2009",0
2820,2005,"0000950153-05-001194","5/20/2005",0
2820,2006,"0000950153-06-001486","5/24/2006",0
2820,2007,"0000950153-07-001202","5/22/2007",0
2820,2008,"0000950153-08-001062","5/30/2008",0
2820,2009,"0001362310-09-008044","5/21/2009",0
2829,2009,"0001144204-09-004022","1/29/2009",0
2857,2005,"0001002910-05-000168","3/9/2005",0
2857,2006,"0001193125-06-047272","3/7/2006",0
2857,2007,"0000950137-07-003131","3/1/2007",0
2857,2008,"0000950137-08-003079","2/29/2008",0
2859,2005,"0001089819-05-000008","3/14/2005",0
2859,2006,"0001089819-06-000007","2/28/2006",0
2859,2007,"0001089819-07-000003","2/27/2007",0
2859,2008,"0001089819-08-000011","2/28/2008",0
2859,2009,"0001089819-09-000008","2/26/2009",0
2862,2005,"0001015402-05-001018","3/2/2005",0
2862,2006,"0000004904-06-000044","3/1/2006",0
2862,2007,"0000004904-07-000051","2/28/2007",0
2870,2005,"0000018808-05-000022","3/16/2005",0
2870,2006,"0000018808-06-000043","3/31/2006",0
2870,2007,"0000018808-07-000013","3/15/2007",0
2870,2008,"0000018808-08-000036","3/11/2008",0
2870,2009,"0000018808-09-000006","3/12/2009",0
2884,2005,"0000018926-05-000025","3/16/2005",0
2884,2006,"0000018926-06-000018","3/16/2006",0
2884,2007,"0001140361-07-004700","3/1/2007",0
2884,2008,"0000018926-08-000004","2/29/2008",0
2884,2009,"0000018926-09-000008","2/27/2009",0
2888,2005,"0001193125-05-052870","3/16/2005",0
2888,2006,"0001193125-06-056739","3/16/2006",0
2888,2007,"0001193125-07-039021","2/26/2007",0
2888,2008,"0000950134-08-003360","2/26/2008",0
2888,2009,"0000950134-09-003555","2/24/2009",0
2903,2005,"0000950129-05-006525","6/27/2005",0
2903,2006,"0000950129-06-006839","6/29/2006",0
2911,2005,"0001193125-05-246719","12/21/2005",0
2911,2006,"0001193125-06-254647","12/18/2006",0
2911,2007,"0001193125-07-265004","12/14/2007",0
2911,2008,"0001193125-08-252256","12/12/2008",0
2911,2009,"0001193125-09-255008","12/17/2009",0
2916,2005,"0000950124-05-001015","2/23/2005",0
2916,2007,"0000950124-07-001155","2/27/2007",0
2918,2005,"0000019161-05-000003","4/14/2005",0
2938,2005,"0000019353-05-000083","4/14/2005",0
2938,2006,"0000019353-06-000092","4/11/2006",0
2938,2007,"0000019353-07-000020","4/4/2007",0
2938,2008,"0000019353-08-000033","4/2/2008",0
2938,2009,"0000019353-09-000023","4/1/2009",0
2940,2005,"0001104659-05-009370","3/3/2005",0
2940,2006,"0001104659-06-015074","3/8/2006",0
2940,2007,"0001104659-07-014811","2/28/2007",0
2940,2008,"0001047469-08-002066","2/29/2008",0
2940,2009,"0001047469-09-001965","2/27/2009",0
2942,2005,"0001104659-05-048601","10/14/2005",0
2942,2006,"0001104659-06-066838","10/16/2006",0
2942,2007,"0001104659-07-074940","10/15/2007",0
2942,2008,"0001104659-08-064071","10/14/2008",0
2942,2009,"0001104659-09-058854","10/14/2009",0
2950,2005,"0001072613-05-000298","2/11/2005",0
2950,2006,"0001072613-06-000481","2/21/2006",0
2950,2007,"0001072613-07-000299","2/12/2007",0
2950,2008,"0001072613-08-000200","1/29/2008",0
2951,2005,"0000950134-05-023019","12/12/2005",0
2951,2006,"0001193125-06-261566","12/29/2006",0
2953,2005,"0000950116-05-000986","3/11/2005",0
2953,2006,"0000950116-06-000758","3/9/2006",0
2953,2007,"0000893220-07-001100","3/30/2007",0
2953,2008,"0000893220-08-000554","2/28/2008",0
2953,2009,"0000893220-09-000406","2/26/2009",0
2960,2005,"0000950152-05-002641","3/28/2005",0
2960,2006,"0000950152-06-002164","3/16/2006",0
2960,2007,"0000950152-07-001581","2/28/2007",0
2960,2008,"0000950152-08-001503","2/28/2008",0
2960,2009,"0000950152-09-001893","2/27/2009",0
2982,2005,"0001193125-05-043778","3/7/2005",1
2982,2006,"0001193125-06-050982","3/10/2006",0
2982,2007,"0000019731-07-000028","3/7/2007",0
2986,2005,"0000019745-05-000015","3/16/2005",0
2986,2006,"0000019745-06-000005","3/7/2006",0
2986,2007,"0000019745-07-000004","3/14/2007",0
2986,2008,"0000019745-08-000006","3/10/2008",0
2986,2009,"0001362310-09-003438","3/9/2009",0
2990,2005,"0001193125-05-052402","3/16/2005",1
2991,2005,"0000950134-05-004137","3/3/2005",0
2991,2006,"0000950149-06-000076","3/1/2006",0
2991,2007,"0000950149-07-000074","2/28/2007",0
2991,2008,"0000950134-08-003672","2/28/2008",0
2991,2009,"0000891618-09-000054","2/26/2009",0
2999,2005,"0000950137-05-003788","3/29/2005",0
2999,2006,"0000950137-06-003930","3/30/2006",0
2999,2007,"0000950137-07-004155","3/21/2007",0
2999,2008,"0000950137-08-003952","3/20/2008",0
2999,2009,"0000950137-09-002073","3/20/2009",0
3007,2005,"0000703351-05-000088","9/12/2005",0
3007,2006,"0001104659-06-056762","8/23/2006",0
3007,2007,"0001047469-07-006683","8/27/2007",0
3007,2008,"0001047469-08-009621","8/25/2008",0
3007,2009,"0001047469-09-007949","8/24/2009",0
3026,2005,"0001193125-05-047881","3/11/2005",0
3026,2006,"0001193125-06-052189","3/13/2006",0
3026,2007,"0001193125-07-039869","2/26/2007",0
3026,2008,"0001193125-08-039878","2/27/2008",0
3026,2009,"0001193125-09-036152","2/24/2009",0
3028,2005,"0001104659-05-011536","3/16/2005",0
3028,2006,"0000020212-06-000018","3/15/2006",0
3028,2007,"0001104659-07-018271","3/12/2007",0
3028,2008,"0001193125-08-055581","3/13/2008",0
3028,2009,"0001193125-09-044931","3/4/2009",0
3031,2005,"0000020232-05-000021","3/31/2005",0
3031,2006,"0000020232-06-000017","3/31/2006",0
3031,2007,"0000020232-07-000009","3/30/2007",0
3031,2008,"0000020232-08-000017","5/13/2008",0
3031,2009,"0000020232-09-000016","3/25/2009",0
3036,2005,"0001206774-05-000368","3/16/2005",0
3036,2006,"0001193125-06-054244","3/15/2006",0
3036,2007,"0001193125-07-043699","3/1/2007",0
3036,2008,"0001193125-08-038863","2/26/2008",0
3036,2009,"0001193125-09-039476","2/27/2009",0
3039,2005,"0001104659-05-008368","2/25/2005",0
3039,2006,"0001104659-06-013527","3/2/2006",0
